date,persistence,k_eps_inert,kpp_inert,komega_lebedev,komega_mylake
2018-10-13,3.408487615657129,3.3886674927011664,3.3902095041867977,3.429478594642342,3.429478594642342
2019-02-14,2.064594352982661,1.2569628349781348,1.255156574290661,1.4548648294692632,1.4548648294692632
2019-05-15,3.4033236608489448,3.8580689800432855,3.830096852991329,3.643055572381327,3.643055572381327
2019-08-09,4.868710456676707,4.917834333838329,4.870165184056103,4.784346662306674,4.784346662306674
