date,persistence,k_eps_inert,kpp_inert,komega_lebedev,komega_mylake
2018-10-13,3.6825941692268187,3.0776423318404604,3.095084148266351,3.513857636916933,3.513857636916933
2019-02-14,5.347094784833114,3.0309687069535194,3.0312180448675803,2.2875466265836946,2.2875466265836946
2019-05-15,3.26408321258754,3.6151862724264308,3.8777689645283093,5.080068347195619,5.080068347195619
2019-08-09,5.643619471751797,2.6275283832189884,2.541392525332239,5.042886171277088,5.042886171277088
