idx,date,rmse_T,rmse_S
4,2018-10-13 18:13:00,3.408487615657129,0.3909098815580748
5,2019-02-14 17:04:00,2.064594352982661,0.1272510714611286
6,2019-05-15 05:00:00,3.4033236608489448,0.46138895616743736
7,2019-08-09 21:08:00,4.868710456676707,0.46805038645647135
