offset,n_engaged,engaged_cells,coldest_keps_noice,coldest_komega_noice,coldest_komega_noice_dt1800,near_surface_engaged_dt1800
-3,0,,-0.10344672948122025,-0.3490409255027771,-2.9633843898773193,2
-2,0,,0.2821308970451355,0.09490153938531876,-2.071598768234253,2
-1,0,,0.6789632439613342,0.5680638551712036,-1.4392998218536377,0
0,0,,1.0907909870147705,1.0024347,-1.241545557975769,9
1,0,,1.5632412433624268,1.558027744293213,-0.21186873316764832,0
2,0,,2.059128761291504,2.0288236141204834,0.3504393398761749,0
3,0,,2.6153461933135986,2.4875895977020264,1.0156768560409546,0
