date,persistence,k_eps_inert,kpp_inert,komega_lebedev,komega_mylake
2018-10-13,3.1993925571080433,3.189079743693468,3.2340702954297402,3.7043514542150233,3.7043514542150233
2019-02-14,5.939962082827075,3.2213139974460976,3.2254575445649922,1.3898955699860434,1.3898955699860434
2019-05-15,2.7835046186134362,3.475687033107867,3.8599490550725486,3.38992344024451,3.38992344024451
2019-08-09,6.502488425401308,2.453283234727195,2.489239849187162,3.5307911742540496,3.5307911742540496
