date,concentration_pct,status_flag
2019-10-27,0.0,4
2019-11-06,0.0,4
2019-11-16,0.0,4
2019-11-26,0.0,4
2019-12-06,0.0,4
2019-12-16,0.0,4
2019-12-26,0.0,4
2020-01-05,0.0,4
2020-01-15,0.0,4
2020-01-25,0.0,4
2020-02-04,0.0,4
