2018/08/04 12:00:00 250 2
    -1.000     4.2841
    -3.000     4.1312
    -5.000     4.5201
    -7.000     4.5852
    -9.000     4.5950
   -11.000     4.1522
   -13.000     4.0759
   -15.000     3.9570
   -17.000     3.1209
   -19.000     2.5840
   -21.000     2.6052
   -23.000     2.9561
   -25.000     3.1631
   -27.000     3.0915
   -29.000     3.1901
   -31.000     3.0933
   -33.000     2.9934
   -35.000     2.9926
   -37.000     3.1062
   -39.000     2.5823
   -41.000     2.4002
   -43.000     3.9075
   -45.000     5.3322
   -47.000     5.8968
   -49.000     5.8503
   -51.000     5.8027
   -53.000     5.7556
   -55.000     5.8336
   -57.000     5.6207
   -59.000     5.2176
   -61.000     5.2122
   -63.000     5.2299
   -65.000     4.9157
   -67.000     4.6481
   -69.000     4.5258
   -71.000     4.9793
   -73.000     4.9766
   -75.000     4.6605
   -77.000     4.3942
   -79.000     4.1264
   -81.000     4.0275
   -83.000     3.5656
   -85.000     3.0430
   -87.000     2.6493
   -89.000     2.5826
   -91.000     2.4247
   -93.000     2.3472
   -95.000     2.3206
   -97.000     2.3879
   -99.000     2.4823
  -101.000     2.4936
  -103.000     2.7203
  -105.000     3.1156
  -107.000     3.4811
  -109.000     3.3414
  -111.000     3.4121
  -113.000     3.6085
  -115.000     3.9566
  -117.000     3.9091
  -119.000     3.6948
  -121.000     3.3616
  -123.000     3.3625
  -125.000     3.2695
  -127.000     3.2248
  -129.000     3.4038
  -131.000     3.3865
  -133.000     3.3382
  -135.000     3.3758
  -137.000     3.5755
  -139.000     3.8254
  -141.000     3.9336
  -143.000     4.0897
  -145.000     4.2964
  -147.000     4.2851
  -149.000     4.3378
  -151.000     4.2347
  -153.000     4.1691
  -155.000     4.0499
  -157.000     3.9236
  -159.000     3.8951
  -161.000     3.9159
  -163.000     3.9961
  -165.000     4.3979
  -167.000     4.5806
  -169.000     4.9275
  -171.000     4.9854
  -173.000     5.0065
  -175.000     5.0088
  -177.000     5.0052
  -179.000     4.9703
  -181.000     4.8948
  -183.000     4.8305
  -185.000     4.6303
  -187.000     4.4539
  -189.000     4.4028
  -191.000     4.3416
  -193.000     4.2859
  -195.000     3.7260
  -197.000     3.2873
  -199.000     2.9077
  -201.000     2.2933
  -203.000     1.6794
  -205.000     1.3433
  -207.000     1.3425
  -209.000     1.2382
  -211.000     1.2155
  -213.000     1.1896
  -215.000     1.1409
  -217.000     0.9234
  -219.000     0.8316
  -221.000     0.8852
  -223.000     0.8856
  -225.000     0.8876
  -227.000     0.8461
  -229.000     0.7976
  -231.000     0.8084
  -233.000     1.1247
  -235.000     1.3245
  -237.000     1.3177
  -239.000     1.3016
  -241.000     1.2714
  -243.000     1.2517
  -245.000     1.3062
  -247.000     1.3385
  -249.000     1.3436
  -251.000     1.3385
  -253.000     1.3304
  -255.000     1.2421
  -257.000     1.2253
  -259.000     1.2223
  -261.000     1.1082
  -263.000     1.0426
  -265.000     1.0125
  -267.000     0.9369
  -269.000     0.9260
  -271.000     0.9204
  -273.000     0.9179
  -275.000     0.9165
  -277.000     0.9169
  -279.000     0.8960
  -281.000     0.8886
  -283.000     0.8720
  -285.000     0.8560
  -287.000     0.8378
  -289.000     0.8187
  -291.000     0.8149
  -293.000     0.7994
  -295.000     0.7790
  -297.000     0.7738
  -299.000     0.7682
  -301.000     0.7647
  -303.000     0.7589
  -305.000     0.7576
  -307.000     0.7544
  -309.000     0.7491
  -311.000     0.7431
  -313.000     0.7362
  -315.000     0.7335
  -317.000     0.7356
  -319.000     0.7308
  -321.000     0.7285
  -323.000     0.7265
  -325.000     0.7188
  -327.000     0.7142
  -329.000     0.7124
  -331.000     0.7006
  -333.000     0.6941
  -335.000     0.6921
  -337.000     0.6899
  -339.000     0.6892
  -341.000     0.6848
  -343.000     0.6852
  -345.000     0.6840
  -347.000     0.6733
  -349.000     0.6676
  -351.000     0.6652
  -353.000     0.6571
  -355.000     0.6521
  -357.000     0.6523
  -359.000     0.6466
  -361.000     0.6425
  -363.000     0.6391
  -365.000     0.6403
  -367.000     0.6085
  -369.000     0.6023
  -371.000     0.6007
  -373.000     0.5960
  -375.000     0.5905
  -377.000     0.5863
  -379.000     0.5856
  -381.000     0.5813
  -383.000     0.5707
  -385.000     0.5600
  -387.000     0.5455
  -389.000     0.5295
  -391.000     0.5085
  -393.000     0.4710
  -395.000     0.4707
  -397.000     0.4711
  -399.000     0.4478
  -401.000     0.4429
  -403.000     0.4227
  -405.000     0.4020
  -407.000     0.3799
  -409.000     0.3775
  -411.000     0.3662
  -413.000     0.3635
  -415.000     0.3630
  -417.000     0.3671
  -419.000     0.3655
  -421.000     0.3680
  -423.000     0.3691
  -425.000     0.3676
  -427.000     0.3673
  -429.000     0.3662
  -431.000     0.3680
  -433.000     0.3665
  -435.000     0.3678
  -437.000     0.3651
  -439.000     0.3641
  -441.000     0.3643
  -443.000     0.3549
  -445.000     0.3520
  -447.000     0.3537
  -449.000     0.3522
  -451.000     0.3511
  -453.000     0.3521
  -455.000     0.3516
  -457.000     0.3494
  -459.000     0.3497
  -461.000     0.3478
  -463.000     0.3470
  -465.000     0.3457
  -467.000     0.3459
  -469.000     0.3459
  -471.000     0.3474
  -473.000     0.3455
  -475.000     0.3494
  -477.000     0.3474
  -479.000     0.3461
  -481.000     0.3478
  -483.000     0.3469
  -485.000     0.3486
  -487.000     0.3479
  -489.000     0.3470
  -491.000     0.3493
  -493.000     0.3469
  -495.000     0.3460
  -497.000     0.3457
  -499.000     0.3465
