2019/10/25 12:00:00 250 2
    -1.000     7.4482
    -3.000     7.4812
    -5.000     7.4818
    -7.000     7.4849
    -9.000     7.4856
   -11.000     7.4881
   -13.000     7.4893
   -15.000     7.4869
   -17.000     7.4803
   -19.000     7.4772
   -21.000     7.4767
   -23.000     7.4786
   -25.000     7.4920
   -27.000     7.4916
   -29.000     7.4907
   -31.000     7.4915
   -33.000     7.4905
   -35.000     7.4896
   -37.000     7.4928
   -39.000     7.4936
   -41.000     7.4932
   -43.000     7.4926
   -45.000     7.4929
   -47.000     7.4916
   -49.000     7.4911
   -51.000     7.4915
   -53.000     7.4909
   -55.000     7.4920
   -57.000     7.4934
   -59.000     7.4938
   -61.000     7.4946
   -63.000     7.4954
   -65.000     7.4957
   -67.000     7.4958
   -69.000     7.4962
   -71.000     7.4965
   -73.000     7.4961
   -75.000     7.4969
   -77.000     7.4975
   -79.000     7.4975
   -81.000     7.4971
   -83.000     7.4966
   -85.000     7.4988
   -87.000     7.5354
   -89.000     7.5720
   -91.000     7.5810
   -93.000     7.5801
   -95.000     7.5766
   -97.000     7.5705
   -99.000     7.5675
  -101.000     7.5650
  -103.000     7.5625
  -105.000     7.5560
  -107.000     7.5461
  -109.000     7.5452
  -111.000     7.5435
  -113.000     7.5429
  -115.000     7.5426
  -117.000     7.5377
  -119.000     7.5345
  -121.000     7.5244
  -123.000     7.5224
  -125.000     7.5189
  -127.000     7.5113
  -129.000     7.5100
  -131.000     7.5094
  -133.000     7.5100
  -135.000     7.5099
  -137.000     7.5109
  -139.000     7.5099
  -141.000     7.5010
  -143.000     7.4939
  -145.000     7.4926
  -147.000     7.4906
  -149.000     7.4894
  -151.000     7.4896
  -153.000     7.4894
  -155.000     7.4886
  -157.000     7.4886
  -159.000     7.4803
  -161.000     7.4749
  -163.000     7.4706
  -165.000     7.4655
  -167.000     7.4637
  -169.000     7.4609
  -171.000     7.4573
  -173.000     7.4557
  -175.000     7.4541
  -177.000     7.4527
  -179.000     7.4510
  -181.000     7.4450
  -183.000     7.4426
  -185.000     7.4395
  -187.000     7.4318
  -189.000     7.4200
  -191.000     7.4100
  -193.000     7.4016
  -195.000     7.3961
  -197.000     7.3919
  -199.000     7.3875
  -201.000     7.3734
  -203.000     7.3541
  -205.000     7.3461
  -207.000     7.3379
  -209.000     7.3270
  -211.000     7.3141
  -213.000     7.3044
  -215.000     7.2901
  -217.000     7.2805
  -219.000     7.2788
  -221.000     7.2782
  -223.000     7.2680
  -225.000     7.2598
  -227.000     7.2570
  -229.000     7.2406
  -231.000     7.2195
  -233.000     7.2137
  -235.000     7.2113
  -237.000     7.2054
  -239.000     7.2013
  -241.000     7.1958
  -243.000     7.1947
  -245.000     7.1917
  -247.000     7.1900
  -249.000     7.1872
  -251.000     7.1691
  -253.000     7.1455
  -255.000     7.1289
  -257.000     7.1232
  -259.000     7.1174
  -261.000     7.1148
  -263.000     7.1052
  -265.000     7.0893
  -267.000     7.0638
  -269.000     7.0230
  -271.000     7.0087
  -273.000     7.0015
  -275.000     6.9739
  -277.000     6.9223
  -279.000     6.8807
  -281.000     6.8269
  -283.000     6.8088
  -285.000     6.7946
  -287.000     6.7819
  -289.000     6.7645
  -291.000     6.7407
  -293.000     6.7349
  -295.000     6.7268
  -297.000     6.6925
  -299.000     6.6429
  -301.000     6.5717
  -303.000     6.5266
  -305.000     6.4722
  -307.000     6.3783
  -309.000     6.3520
  -311.000     6.3465
  -313.000     6.3405
  -315.000     6.3361
  -317.000     6.3352
  -319.000     6.3347
  -321.000     6.3328
  -323.000     6.3278
  -325.000     6.3261
  -327.000     6.3262
  -329.000     6.3250
  -331.000     6.3252
  -333.000     6.3228
  -335.000     6.3233
  -337.000     6.3234
  -339.000     6.3222
  -341.000     6.3212
  -343.000     6.3183
  -345.000     6.3143
  -347.000     6.2900
  -349.000     6.2814
  -351.000     6.2723
  -353.000     6.2685
  -355.000     6.2643
  -357.000     6.2380
  -359.000     6.2336
  -361.000     6.2332
  -363.000     6.2157
  -365.000     6.2114
  -367.000     6.2084
  -369.000     6.1828
  -371.000     6.1406
  -373.000     6.1108
  -375.000     6.1080
  -377.000     6.0955
  -379.000     6.0961
  -381.000     6.0952
  -383.000     6.0965
  -385.000     6.0918
  -387.000     6.0870
  -389.000     6.0693
  -391.000     6.0656
  -393.000     6.0584
  -395.000     6.0575
  -397.000     6.0469
  -399.000     6.0422
  -401.000     6.0256
  -403.000     6.0147
  -405.000     6.0147
  -407.000     6.0119
  -409.000     6.0110
  -411.000     6.0088
  -413.000     5.9528
  -415.000     5.8603
  -417.000     5.7009
  -419.000     5.2023
  -421.000     4.5334
  -423.000     4.1539
  -425.000     3.7767
  -427.000     3.5607
  -429.000     3.3731
  -431.000     3.0244
  -433.000     2.6612
  -435.000     2.4115
  -437.000     2.1160
  -439.000     1.7866
  -441.000     1.5842
  -443.000     1.4103
  -445.000     1.2855
  -447.000     1.2263
  -449.000     0.9827
  -451.000     0.6972
  -453.000     0.3475
  -455.000     0.2650
  -457.000     0.1822
  -459.000     0.0998
  -461.000     0.0550
  -463.000     0.0581
  -465.000     0.0525
  -467.000     0.0325
  -469.000     0.0376
  -471.000     0.0273
  -473.000     0.0192
  -475.000     0.0170
  -477.000     0.0178
  -479.000     0.0144
  -481.000     0.0149
  -483.000     0.0148
  -485.000     0.0143
  -487.000     0.0146
  -489.000     0.0146
  -491.000     0.0142
  -493.000     0.0143
  -495.000     0.0144
  -497.000     0.0146
  -499.000     0.0144
